"lesson","concept","skill","objective","before_templates","after_templates","before_dedicated","after_dedicated","before_quick","after_quick","after_reused","recognition","production","reasoning","authored","variants","generators","interaction","input","grading","activation","single_fixed","baseline_library_lessons"
"probability-statistics-discrete-random-variables","probability-statistics-discrete-random-variables-accumulate-mass-into-a-cdf","compute","probability-statistics-discrete-random-variables-accumulate-mass-into-a-cdf-compute-production","1","1","1","1","0","0","0","0","1","0","1","2","0","low","math-text","structured","probability-statistics-discrete-random-variables-accumulate-mass-into-a-cdf","false","probability-statistics-discrete-random-variables"
"probability-statistics-discrete-random-variables","probability-statistics-discrete-random-variables-accumulate-mass-into-a-cdf","construct","","1","1","0","0","0","0","1","0","1","0","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-discrete-random-variables-accumulate-mass-into-a-cdf","true","probability-statistics-discrete-random-variables"
"probability-statistics-discrete-random-variables","probability-statistics-discrete-random-variables-accumulate-mass-into-a-cdf","interpret","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","structured","probability-statistics-discrete-random-variables-accumulate-mass-into-a-cdf","true","probability-statistics-discrete-random-variables"
"probability-statistics-discrete-random-variables","probability-statistics-discrete-random-variables-accumulate-mass-into-a-cdf","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-discrete-random-variables-accumulate-mass-into-a-cdf","true","probability-statistics-discrete-random-variables"
"probability-statistics-discrete-random-variables","probability-statistics-discrete-random-variables-accumulate-mass-into-a-cdf","justify","probability-statistics-discrete-random-variables-accumulate-mass-into-a-cdf-justify-reasoning","1","1","1","1","0","0","0","0","0","1","0","0","0","medium","handwriting;math-text;photo","open-reasoning","probability-statistics-discrete-random-variables-accumulate-mass-into-a-cdf","true","probability-statistics-discrete-random-variables"
"probability-statistics-discrete-random-variables","probability-statistics-discrete-random-variables-construct-and-check-a-probability-mass-function","compute","","8","8","0","0","0","0","8","0","8","0","0","0","0","low","math-text","structured","probability-statistics-discrete-random-variables-construct-and-check-a-probability-mass-function","false","probability-statistics-discrete-random-variables"
"probability-statistics-discrete-random-variables","probability-statistics-discrete-random-variables-construct-and-check-a-probability-mass-function","compute","probability-statistics-discrete-random-variables-construct-and-check-a-probability-mass-function-compute-production","1","1","1","1","0","0","0","0","1","0","1","2","0","low","math-text","structured","probability-statistics-discrete-random-variables-construct-and-check-a-probability-mass-function","false","probability-statistics-discrete-random-variables"
"probability-statistics-discrete-random-variables","probability-statistics-discrete-random-variables-construct-and-check-a-probability-mass-function","interpret","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","structured","probability-statistics-discrete-random-variables-construct-and-check-a-probability-mass-function","true","probability-statistics-discrete-random-variables"
"probability-statistics-discrete-random-variables","probability-statistics-discrete-random-variables-construct-and-check-a-probability-mass-function","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-discrete-random-variables-construct-and-check-a-probability-mass-function","true","probability-statistics-discrete-random-variables"
"probability-statistics-discrete-random-variables","probability-statistics-discrete-random-variables-construct-and-check-a-probability-mass-function","justify","probability-statistics-discrete-random-variables-construct-and-check-a-probability-mass-function-justify-reasoning","1","1","1","1","0","0","0","0","0","1","0","0","0","medium","handwriting;math-text;photo","open-reasoning","probability-statistics-discrete-random-variables-construct-and-check-a-probability-mass-function","true","probability-statistics-discrete-random-variables"
"probability-statistics-discrete-random-variables","probability-statistics-discrete-random-variables-construct-and-check-a-probability-mass-function","recognize","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","choice","probability-statistics-discrete-random-variables-construct-and-check-a-probability-mass-function","true","probability-statistics-discrete-random-variables"
"probability-statistics-discrete-random-variables","probability-statistics-discrete-random-variables-intervals-tails-and-endpoint-discipline","compute","","8","8","0","0","0","0","8","0","8","0","0","0","0","low","math-text","structured","probability-statistics-discrete-random-variables-intervals-tails-and-endpoint-discipline","false","probability-statistics-discrete-random-variables"
"probability-statistics-discrete-random-variables","probability-statistics-discrete-random-variables-intervals-tails-and-endpoint-discipline","compute","probability-statistics-discrete-random-variables-intervals-tails-and-endpoint-discipline-compute-production","1","1","1","1","0","0","0","0","1","0","1","3","0","low","math-text","structured","probability-statistics-discrete-random-variables-intervals-tails-and-endpoint-discipline","false","probability-statistics-discrete-random-variables"
"probability-statistics-discrete-random-variables","probability-statistics-discrete-random-variables-intervals-tails-and-endpoint-discipline","interpret","","1","1","0","0","1","1","1","1","0","0","0","0","0","low","tap","structured","probability-statistics-discrete-random-variables-intervals-tails-and-endpoint-discipline","true","probability-statistics-discrete-random-variables"
"probability-statistics-discrete-random-variables","probability-statistics-discrete-random-variables-intervals-tails-and-endpoint-discipline","justify","","1","1","0","0","0","0","1","0","0","1","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-discrete-random-variables-intervals-tails-and-endpoint-discipline","true","probability-statistics-discrete-random-variables"
